nome,estrelas,data_criacao,idade_anos,idade_dias,idade_total_dias,prs_merged,total_releases,dias_ultimo_push,linguagem_primaria,issues_total,issues_fechadas,razao_issues_fechadas
rapid7/metasploit-framework,38827,2011-08-30T06:13:20Z,14,357,5467,12050,0,0,Ruby,6585,6088,92.45
RSSNext/Folo,38821,2024-04-08T03:23:35Z,2,132,862,1517,113,0,TypeScript,2638,2260,85.67
preactjs/preact,38820,2015-09-11T02:40:18Z,10,344,3994,2084,251,1,JavaScript,1941,1922,99.02
Dogfalo/materialize,38816,2014-09-12T19:35:38Z,11,343,4358,449,41,18,JavaScript,5221,4598,88.07
aseprite/aseprite,38816,2014-08-19T23:44:50Z,12,1,4381,551,130,0,C++,4653,2725,58.56
DioxusLabs/dioxus,38798,2021-01-15T01:57:26Z,5,216,2041,2081,42,4,Rust,2610,1974,75.63
YunaiV/ruoyi-vue-pro,38797,2021-01-24T03:18:25Z,5,207,2032,78,66,4,Java,801,793,99.00
spacedriveapp/spacedrive,38785,2021-09-27T05:09:04Z,4,326,1786,1968,28,20,Rust,550,522,94.91
lapce/lapce,38745,2018-02-06T08:41:06Z,8,195,3115,1184,35,34,Rust,2034,1210,59.49
ajeetdsouza/zoxide,38711,2020-03-05T13:11:40Z,6,167,2357,264,38,0,Rust,749,650,86.78
ant-design/ant-design-pro,38682,2017-08-25T10:40:44Z,8,360,3280,1181,34,1,TypeScript,9842,9800,99.57
Yeachan-Heo/oh-my-claudecode,38647,2026-01-09T03:36:29Z,0,221,221,1670,244,0,TypeScript,1383,1381,99.86
naptha/tesseract.js,38638,2015-06-24T02:49:52Z,11,58,4073,205,57,93,JavaScript,738,707,95.80
gto76/python-cheatsheet,38633,2018-01-25T04:16:53Z,8,207,3127,0,1,20,Python,27,27,100.00
bytedance/UI-TARS-desktop,38633,2025-01-19T09:04:43Z,1,211,576,1074,38,13,TypeScript,538,218,40.52
google-research/google-research,38577,2018-10-04T18:42:48Z,7,320,2875,34,0,2,Jupyter Notebook,1464,352,24.04
chatchat-space/Langchain-Chatchat,38548,2023-03-31T12:12:45Z,3,141,1236,621,31,281,Python,4249,4243,99.86
kilimchoi/engineering-blogs,38519,2015-06-13T18:25:17Z,11,69,4084,681,0,727,Ruby,98,77,78.57
huiyadanli/RevokeMsgPatcher,38506,2019-07-21T15:12:52Z,7,30,2585,14,21,2,C#,1049,993,94.66
httpie/cli,38434,2012-02-25T12:39:13Z,14,178,5288,406,47,609,Python,911,724,79.47
google/langextract,38427,2025-07-08T20:46:06Z,1,41,406,120,18,7,Python,196,121,61.73
dotnet/aspnetcore,38374,2014-03-11T06:09:42Z,12,163,4543,19828,296,0,C#,39754,35983,90.51
istio/istio,38357,2016-11-18T23:57:21Z,9,274,3559,30575,448,0,Go,22087,21701,98.25
portainer/portainer,38268,2016-05-19T20:15:28Z,10,93,3743,4786,189,0,TypeScript,6118,5419,88.57
umami-software/umami,38241,2020-07-17T07:59:00Z,6,33,2223,960,109,0,TypeScript,2232,2190,98.12
frappe/erpnext,38236,2011-06-08T08:20:56Z,15,75,5550,32137,1000,0,Python,18603,16754,90.06
sqlmapproject/sqlmap,38212,2012-06-26T09:52:15Z,14,56,5166,185,11,0,Python,5434,5409,99.54
PhilJay/MPAndroidChart,38195,2014-04-25T14:29:47Z,12,118,4498,191,44,439,Java,4965,2898,58.37
impress/impress.js,38173,2011-12-28T22:23:19Z,14,237,5347,125,15,26,JavaScript,485,434,89.48
huihut/interview,38134,2018-02-09T09:49:48Z,8,192,3112,36,0,359,C++,67,65,97.01
ueberdosis/tiptap,38066,2018-08-20T19:58:58Z,8,0,2920,1797,984,0,TypeScript,3679,2926,79.53
xyflow/xyflow,38048,2019-07-15T14:47:30Z,7,36,2591,1596,384,0,TypeScript,2411,2323,96.35
docker/compose,38046,2013-12-09T11:40:58Z,12,255,4635,3966,284,0,Go,8387,8321,99.21
harness/harness,38011,2014-02-07T07:54:44Z,12,195,4575,1060,59,1,Go,2034,1940,95.38
github/awesome-copilot,37986,2025-06-11T16:57:39Z,1,68,433,1256,0,0,Python,468,426,91.03
hyprwm/Hyprland,37944,2022-03-16T19:49:13Z,4,156,1616,2928,117,0,C++,7714,7663,99.34
vlang/v,37797,2019-02-08T02:57:06Z,7,193,2748,13792,304,0,V,10758,10720,99.65
FreeCodeCampChina/freecodecamp.cn,37775,2016-09-30T03:13:43Z,9,324,3609,55,0,1129,CSS,588,445,75.68
PostHog/posthog,37750,2020-01-23T22:46:58Z,6,208,2398,54303,899,0,Python,10468,7097,67.80
servo/servo,37729,2012-02-08T19:07:25Z,14,195,5305,25736,13,0,Rust,16344,13415,82.08
anthropics/prompt-eng-interactive-tutorial,37707,2024-04-02T15:52:00Z,2,138,868,1,0,170,Jupyter Notebook,42,4,9.52
denysdovhan/wtfjs,37675,2017-07-14T15:42:12Z,9,37,3322,127,25,46,JavaScript,119,96,80.67
TencentARC/GFPGAN,37657,2021-03-19T06:18:20Z,5,153,1978,14,8,753,Python,510,135,26.47
NervJS/taro,37642,2018-04-08T09:32:26Z,8,134,3054,3498,211,1,TypeScript,13571,12079,89.01
fengdu78/Coursera-ML-AndrewNg-Notes,37583,2017-11-04T10:04:08Z,8,289,3209,14,0,358,HTML,70,15,21.43
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,37564,2023-03-27T09:59:10Z,3,145,1240,0,8,14,Python,2048,1483,72.41
shiyu-coder/Kronos,37532,2025-07-01T02:54:32Z,1,48,413,19,0,127,Python,291,85,29.21
Wei-Shaw/sub2api,37524,2025-12-18T02:26:18Z,0,243,243,1430,38,0,Go,2977,937,31.47
karpathy/LLM101n,37506,2024-05-27T00:23:38Z,2,83,813,0,0,747,N/A,0,0,0.00
alibaba/arthas,37491,2018-08-29T17:15:57Z,7,356,2911,626,78,4,Java,2163,1772,81.92
TriliumNext/Trilium,37486,2017-05-23T00:30:20Z,9,89,3374,3183,353,0,TypeScript,5573,4975,89.27
aquasecurity/trivy,37480,2019-04-11T01:01:07Z,7,131,2686,3714,92,1,Go,3118,2951,94.64
alebcay/awesome-shell,37461,2014-07-07T01:57:42Z,12,45,4425,307,0,355,N/A,64,23,35.94
directus/directus,37456,2012-12-12T01:35:36Z,13,252,4997,9179,372,0,TypeScript,9993,9645,96.52
PKUanonym/REKCARC-TSC-UHT,37432,2019-04-05T03:31:23Z,7,137,2692,198,0,30,HTML,37,33,89.19
LAION-AI/Open-Assistant,37407,2022-12-13T05:24:17Z,3,249,1344,1616,127,731,Python,1649,1420,86.11
stanfordnlp/dspy,37392,2023-01-09T21:01:51Z,3,222,1317,1702,110,0,Python,1656,1343,81.10
exacity/deeplearningbook-chinese,37361,2016-12-07T11:46:51Z,9,256,3541,16,7,2450,TeX,204,139,68.14
pbatard/rufus,37339,2011-11-19T19:12:05Z,14,276,5386,1,90,15,C,2697,2688,99.67
eugenp/tutorials,37324,2013-04-29T18:26:36Z,13,114,4859,13834,0,0,Java,791,778,98.36
openai/gym,37240,2016-04-27T14:59:16Z,10,115,3765,1000,19,144,Python,1838,1725,93.85
0voice/interview_internal_reference,37233,2019-06-10T06:54:19Z,7,71,2626,35,0,300,Python,51,19,37.25
myshell-ai/OpenVoice,37156,2023-11-29T12:17:01Z,2,263,993,18,0,486,Python,359,75,20.89
SagerNet/sing-box,37105,2022-06-30T13:27:22Z,4,50,1510,210,584,1,Go,3285,3017,91.84
IceWhaleTech/CasaOS,37091,2021-09-26T02:33:09Z,4,327,1787,275,97,377,Go,1721,904,52.53
huggingface/pytorch-image-models,37071,2019-02-02T05:51:12Z,7,199,2754,559,78,7,Python,1036,994,95.95
markedjs/marked,37062,2011-07-24T13:15:51Z,15,29,5504,1740,179,0,JavaScript,1685,1677,99.53
satwikkansal/wtfpython,37059,2017-08-28T20:22:19Z,8,357,3277,113,2,217,Python,226,158,69.91
lfnovo/open-notebook,37039,2024-10-21T17:58:46Z,1,301,666,460,42,2,TypeScript,576,470,81.60
patchy631/ai-engineering-hub,37028,2024-10-21T10:43:24Z,1,301,666,68,0,22,Jupyter Notebook,50,27,54.00
fastify/fastify,37004,2016-09-28T19:10:14Z,9,326,3611,3448,322,0,JavaScript,2184,2133,97.66
mouredev/Hello-Python,36975,2022-08-03T17:14:53Z,4,16,1476,0,0,372,Python,444,404,90.99
AobingJava/JavaFamily,36973,2019-11-12T04:26:18Z,6,281,2471,2,0,288,N/A,66,60,90.91
Textualize/textual,36969,2021-04-08T15:24:47Z,5,133,1958,2311,223,38,Python,2434,2202,90.47
babysor/MockingBird,36908,2021-08-07T03:53:39Z,5,12,1837,82,1,168,Python,891,414,46.46
soxoj/maigret,36869,2020-06-27T14:16:42Z,6,53,2243,1066,29,0,Python,1588,1577,99.31
CopilotKit/CopilotKit,36829,2023-06-19T04:08:31Z,3,61,1156,3892,1000,0,TypeScript,1224,1090,89.05
shadowsocks/shadowsocks-android,36754,2012-12-16T13:40:29Z,13,248,4993,258,186,9,Kotlin,2526,2458,97.31
musistudio/claude-code-router,36717,2025-02-25T02:17:18Z,1,174,539,75,22,0,TypeScript,1290,389,30.16
Dokploy/dokploy,36690,2024-04-19T07:49:30Z,2,121,851,1680,170,0,TypeScript,2119,1638,77.30
ashishpatel26/500-AI-Agents-Projects,36663,2024-12-20T13:37:15Z,1,241,606,17,0,22,Python,46,10,21.74
veggiemonk/awesome-docker,36663,2014-09-21T17:01:48Z,11,334,4349,1057,1,0,N/A,155,151,97.42
google-ai-edge/mediapipe,36655,2019-06-13T19:16:41Z,7,68,2623,201,67,0,C++,5666,5307,93.66
ZuodaoTech/everyone-can-use-english,36644,2019-03-15T16:33:53Z,7,158,2713,464,48,50,TypeScript,505,383,75.84
microsoft/Data-Science-For-Beginners,36642,2021-03-03T16:30:15Z,5,169,1994,497,0,7,Jupyter Notebook,138,137,99.28
typeorm/typeorm,36631,2016-02-29T07:41:14Z,10,173,3823,2669,45,5,TypeScript,8636,8195,94.89
date-fns/date-fns,36628,2014-10-06T10:24:22Z,11,319,4334,1073,127,8,TypeScript,2055,1390,67.64
jaywcjlove/linux-command,36605,2016-11-12T15:44:26Z,9,281,3566,377,32,7,Markdown,212,139,65.57
mpv-player/mpv,36583,2012-10-13T08:08:44Z,13,312,5057,4136,89,1,C,11144,10145,91.04
1Panel-dev/1Panel,36569,2022-07-19T15:44:52Z,4,31,1491,5358,125,0,Go,6884,6606,95.96
khoj-ai/khoj,36555,2021-08-16T01:48:44Z,5,3,1828,500,173,16,Python,605,507,83.80
inkonchain/docs,36524,2024-05-07T16:49:36Z,2,103,833,418,0,5,MDX,41,13,31.71
xinntao/Real-ESRGAN,36511,2021-07-19T03:23:30Z,5,31,1856,21,10,742,Python,764,179,23.43
inkonchain/node,36477,2024-05-13T23:20:40Z,2,96,826,40,6,13,Shell,31,14,45.16
hankcs/HanLP,36477,2014-10-09T06:36:16Z,11,316,4331,79,62,275,Python,1424,1416,99.44
doocs/leetcode,36472,2018-09-16T14:03:03Z,7,338,2893,4703,21,2,Java,64,60,93.75
nextcloud/server,36468,2016-06-02T07:44:14Z,10,79,3729,34171,462,0,PHP,21460,18818,87.69
songquanpeng/one-api,36467,2023-04-22T12:39:24Z,3,119,1214,287,55,221,JavaScript,1832,900,49.13
glanceapp/glance,36451,2024-04-27T18:55:38Z,2,113,843,110,34,80,Go,534,298,55.81
open-guides/og-aws,36440,2016-07-13T17:30:16Z,10,38,3688,498,0,732,Shell,229,89,38.86
blader/humanizer,36386,2026-01-18T05:30:15Z,0,212,212,23,4,0,Python,93,87,93.55
inkonchain/ink-kit,36384,2024-11-04T16:32:17Z,1,287,652,91,0,302,TypeScript,5,3,60.00
GorvGoyl/Clone-Wars,36374,2020-12-02T11:10:16Z,5,260,2085,130,0,742,N/A,90,70,77.78
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,36368,2021-01-02T12:08:37Z,5,229,2054,3,0,382,N/A,76,26,34.21
tinyhumansai/openhuman,36362,2026-02-18T20:01:27Z,0,181,181,3006,56,0,Rust,1869,1707,91.33
formulahendry/955.WLB,36358,2019-03-27T23:53:37Z,7,145,2700,18,0,561,N/A,262,82,31.30
SheetJS/sheetjs,36321,2012-12-03T19:25:52Z,13,261,5006,106,0,852,N/A,2385,2266,95.01
HKUDS/DeepTutor,36305,2025-12-28T15:35:54Z,0,233,233,274,67,1,Python,366,290,79.23
reworkd/AgentGPT,36304,2023-04-07T02:29:19Z,3,134,1229,541,12,476,TypeScript,469,337,71.86
keycloak/keycloak,36265,2013-07-02T13:38:51Z,13,50,4795,21005,111,0,Java,19928,17258,86.60
microsoft/playwright-mcp,36250,2025-03-21T17:48:36Z,1,150,515,540,69,0,TypeScript,877,876,99.89
ItzCrazyKns/Vane,36239,2024-04-09T10:51:32Z,2,131,861,87,34,129,TypeScript,674,444,65.88
PDFMathTranslate/PDFMathTranslate,36213,2024-09-06T06:56:03Z,1,346,711,154,24,0,Python,881,757,85.93
AdguardTeam/AdGuardHome,36197,2016-07-06T10:31:47Z,10,45,3695,125,244,0,TypeScript,6050,4894,80.89
jax-ml/jax,36174,2018-10-25T21:25:02Z,7,299,2854,20700,140,0,Python,7231,5505,76.13
hashicorp/vault,36136,2015-02-25T00:15:59Z,11,177,4192,21334,182,0,Go,6583,5429,82.47
pnpm/pnpm,36131,2016-01-28T07:40:43Z,10,205,3855,4730,1000,0,Rust,6164,3835,62.22
firecracker-microvm/firecracker,36128,2017-10-19T06:18:47Z,8,305,3225,3695,90,0,Rust,1509,1457,96.55
geekxh/hello-algorithm,36091,2020-05-29T05:47:09Z,6,82,2272,26,0,1162,Java,44,33,75.00
carbon-app/carbon,36087,2017-06-16T02:50:28Z,9,65,3350,669,215,189,JavaScript,695,629,90.50
lerna/lerna,36050,2015-12-04T09:36:55Z,10,260,3910,1079,252,1,TypeScript,2702,2418,89.49
slatedocs/slate,36040,2013-09-13T22:15:24Z,12,342,4722,298,28,198,N/A,609,559,91.79
zsh-users/zsh-autosuggestions,35991,2013-10-26T16:09:37Z,12,299,4679,116,0,420,Shell,623,458,73.52
Crosstalk-Solutions/project-nomad,35964,2025-06-24T15:35:01Z,1,55,420,409,76,0,TypeScript,535,494,92.34
chatwoot/chatwoot,35952,2019-08-14T06:50:51Z,7,6,2561,6253,148,0,Ruby,5769,4805,83.29
medusajs/medusa,35895,2020-01-18T13:39:04Z,6,214,2404,9303,163,0,TypeScript,3905,3857,98.77
filebrowser/filebrowser,35892,2015-09-11T21:21:58Z,10,344,3994,847,157,18,Go,2975,2975,100.00
wailsapp/wails,35876,2018-12-15T23:14:06Z,7,247,2802,2118,355,0,Go,2524,2363,93.62
Yuan1z0825/nature-skills,35871,2026-04-24T03:11:46Z,0,116,116,136,0,0,Python,30,30,100.00
solidjs/solid,35861,2018-04-24T16:36:27Z,8,118,3038,456,37,0,TypeScript,1376,1359,98.76
OpenBMB/VoxCPM,35822,2025-09-16T03:41:49Z,0,336,336,25,14,6,Python,318,227,71.38
XingangPan/DragGAN,35764,2023-05-18T10:08:02Z,3,93,1188,18,0,822,Python,192,46,23.96
junegunn/vim-plug,35751,2013-09-10T14:58:51Z,12,345,4725,181,8,88,Vim Script,1045,972,93.01
alan2207/bulletproof-react,35712,2021-05-30T14:47:16Z,5,81,1906,75,0,96,TypeScript,118,81,68.64
airbnb/lottie-android,35699,2016-10-06T22:42:42Z,9,318,3603,720,63,184,Java,1813,1755,96.80
searxng/searxng,35694,2021-04-12T15:18:15Z,5,129,1954,3144,0,1,Python,1838,1659,90.26
jondot/awesome-react-native,35690,2015-03-26T19:58:06Z,11,148,4163,912,0,774,JavaScript,77,38,49.35
koajs/koa,35688,2013-07-20T18:53:45Z,13,32,4777,554,18,7,JavaScript,933,915,98.07
opentofu/manifesto,35675,2023-08-13T16:17:24Z,3,6,1101,765,0,518,HTML,26,14,53.85
gchq/CyberChef,35610,2016-11-28T10:34:07Z,9,265,3550,796,458,0,JavaScript,1249,821,65.73
restic/restic,35582,2014-04-27T14:07:58Z,12,116,4496,2442,51,17,Go,3010,2546,84.58
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35573,2015-03-28T16:52:40Z,11,146,4161,98,0,594,JavaScript,30,20,66.67
microsoft/graphrag,35560,2024-03-27T17:57:52Z,2,144,874,754,41,0,Python,833,829,99.52
permissionlesstech/bitchat,35550,2025-07-04T14:34:38Z,1,45,410,508,20,2,Swift,404,365,90.35
continuedev/continue,35532,2023-05-24T03:39:39Z,3,87,1182,4078,827,0,TypeScript,6667,6179,92.68
refinedev/refine,35527,2021-01-20T12:01:32Z,5,211,2036,4697,1000,74,TypeScript,1743,1732,99.37
drizzle-team/drizzle-orm,35512,2021-06-24T09:03:05Z,5,56,1881,713,182,0,TypeScript,3720,2344,63.01
jqlang/jq,35460,2012-07-18T19:57:25Z,14,34,5144,709,16,6,C,2350,1990,84.68
alvarotrigo/fullPage.js,35408,2013-09-20T11:58:29Z,12,335,4715,327,109,154,JavaScript,4155,4045,97.35
casey/just,35352,2016-06-17T06:08:08Z,10,64,3714,1794,146,5,Rust,1468,1298,88.42
kuchin/awesome-cto,35339,2016-12-16T19:22:18Z,9,247,3532,18,0,169,N/A,15,15,100.00
tailscale/tailscale,35332,2020-01-31T22:00:03Z,6,201,2391,8702,159,0,Go,10579,6590,62.29
nativefier/nativefier,35285,2015-07-05T05:56:42Z,11,47,4062,261,99,1054,TypeScript,1237,982,79.39
typicode/husky,35278,2014-06-23T12:14:21Z,12,59,4439,263,80,151,JavaScript,1114,1032,92.64
geekcomputers/Python,35262,2011-11-30T09:04:08Z,14,265,5375,2034,0,1,Python,542,162,29.89
sahat/hackathon-starter,35245,2013-11-13T17:24:12Z,12,281,4661,608,18,0,JavaScript,728,727,99.86
VectifyAI/PageIndex,35237,2025-04-01T10:53:54Z,1,139,504,89,7,0,Python,121,53,43.80
blakeblackshear/frigate,35201,2019-01-26T13:52:38Z,7,206,2761,4167,81,0,TypeScript,6030,5954,98.74
fxsjy/jieba,35121,2012-09-29T07:52:01Z,13,326,5071,96,9,727,Python,877,231,26.34
geekan/HowToLiveLonger,35102,2022-04-16T04:15:18Z,4,125,1585,14,0,456,N/A,142,103,72.54
utmapp/UTM,35047,2019-04-12T16:09:24Z,7,130,2685,292,130,13,Swift,3704,2630,71.00
unknwon/the-way-to-go_ZH_CN,35037,2013-03-24T17:18:38Z,13,150,4895,592,0,734,Go,0,0,0.00
netty/netty,35037,2010-11-09T09:22:21Z,15,286,5761,5761,13,0,Java,6948,6365,91.61
DayuanJiang/next-ai-draw-io,35033,2025-03-23T15:03:48Z,1,148,513,443,18,0,TypeScript,332,189,56.93
bumptech/glide,35026,2013-07-08T22:52:33Z,13,43,4788,640,59,1,Java,4534,3941,86.92
sorrycc/awesome-javascript,35016,2014-07-01T15:59:02Z,12,51,4431,413,0,1,N/A,112,107,95.54
hehonghui/awesome-english-ebooks,35010,2022-06-28T02:45:44Z,4,52,1512,0,0,4,CSS,0,0,0.00
zellij-org/zellij,34985,2020-09-01T14:04:28Z,5,352,2177,1523,69,0,Rust,2830,1303,46.04
awesome-foss/awesome-sysadmin,34923,2014-12-23T08:41:22Z,11,241,4256,369,0,2,N/A,108,108,100.00
laravel/framework,34873,2013-01-10T21:27:28Z,13,223,4968,18486,966,0,PHP,19311,19254,99.70
gitroomhq/postiz-app,34834,2023-07-08T17:24:22Z,3,42,1137,299,199,0,TypeScript,791,631,79.77
esengine/DeepSeek-Reasonix,34779,2026-04-21T08:27:02Z,0,119,119,3352,189,0,Go,4106,3039,74.01
facebookresearch/detectron2,34671,2019-09-05T21:30:20Z,6,349,2539,0,10,25,Python,3574,3102,86.79
qishibo/AnotherRedisDesktopManager,34641,2019-01-08T06:01:56Z,7,224,2779,161,55,0,JavaScript,1117,973,87.11
TheAlgorithms/C-Plus-Plus,34585,2016-07-16T10:19:45Z,10,35,3685,705,0,311,C++,344,334,97.09
BVLC/caffe,34560,2013-09-12T18:39:48Z,12,343,4723,1087,14,747,C++,5228,3939,75.34
lissy93/web-check,34534,2023-06-25T14:32:11Z,3,55,1150,74,3,7,TypeScript,149,145,97.32
ocrmypdf/OCRmyPDF,34488,2013-12-20T08:26:28Z,12,244,4624,202,62,0,Python,1360,1268,93.24
v2fly/v2ray-core,34485,2019-04-15T10:05:54Z,7,127,2682,1037,130,0,Go,1113,1087,97.66
kovidgoyal/kitty,34461,2016-10-16T14:48:28Z,9,308,3593,1492,143,0,Python,6991,6982,99.87
nothings/stb,34433,2014-05-25T16:51:23Z,12,88,4468,294,0,16,C,987,738,74.77
anthropics/financial-services,34393,2026-02-23T19:24:50Z,0,176,176,40,0,14,Python,88,9,10.23
raysan5/raylib,34387,2013-10-24T15:46:04Z,12,301,4681,2658,25,0,C,2227,2215,99.46
derailed/k9s,34383,2019-01-25T18:46:02Z,7,207,2762,1065,258,0,Go,2374,2327,98.02
SeleniumHQ/selenium,34375,2013-01-14T21:40:56Z,13,219,4964,4159,120,0,Java,11230,11132,99.13
CMU-Perceptual-Computing-Lab/openpose,34371,2017-04-24T14:06:31Z,9,118,3403,174,15,745,C++,2007,1667,83.06
huggingface/diffusers,34340,2022-05-30T16:04:02Z,4,81,1541,6023,92,0,Python,5530,4724,85.42
xitu/gold-miner,34328,2015-11-04T03:29:13Z,10,290,3940,3563,0,853,N/A,5604,5590,99.75
jaredpalmer/formik,34323,2017-06-14T19:50:59Z,9,67,3352,836,200,281,TypeScript,2270,1567,69.03
nodejs/node-v0.x-archive,34288,2009-05-27T16:29:46Z,17,87,6292,218,0,733,N/A,6379,6379,100.00
python-poetry/poetry,34288,2018-02-28T15:23:47Z,8,173,3093,2542,151,1,Python,6359,5871,92.33
TheAlgorithms/JavaScript,34214,2017-07-13T06:12:33Z,9,38,3323,798,0,164,JavaScript,224,203,90.62
openai/CLIP,34191,2020-12-16T11:24:42Z,5,246,2071,30,0,146,Jupyter Notebook,445,193,43.37
balena-io/etcher,34187,2015-10-27T16:53:23Z,10,298,3948,1733,291,77,TypeScript,2502,1862,74.42
swc-project/swc,34178,2017-12-22T11:40:14Z,8,241,3161,6168,816,0,Rust,4232,3878,91.64
backstage/backstage,34174,2020-01-24T22:39:49Z,6,208,2398,21591,542,0,TypeScript,7732,7550,97.65
ehang-io/nps,34165,2018-11-04T13:22:51Z,7,289,2844,74,59,810,Go,1204,699,58.06
seaweedfs/seaweedfs,34133,2014-07-14T16:41:37Z,12,38,4418,5286,316,0,Go,4018,3334,82.98
zenorocha/clipboard.js,34124,2015-09-18T23:04:55Z,10,336,3986,117,42,187,JavaScript,629,618,98.25
testerSunshine/12306,34092,2017-05-17T12:23:40Z,9,95,3380,31,1,1234,Python,690,466,67.54
xkcoding/spring-boot-demo,34081,2017-11-10T06:27:29Z,8,283,3203,15,0,755,Java,175,74,42.29
aristocratos/btop,34079,2021-05-06T18:40:21Z,5,105,1930,454,55,10,C++,983,525,53.41
lightpanda-io/browser,34077,2023-02-07T15:19:34Z,3,193,1288,2470,20,0,Zig,501,426,85.03
lllyasviel/ControlNet,34075,2023-02-01T02:43:30Z,3,199,1294,5,0,905,Python,576,138,23.96
zxing/zxing,34069,2011-10-12T14:07:27Z,14,314,5424,387,32,1,Java,1352,1352,100.00
qdrant/qdrant,34049,2020-05-30T21:37:01Z,6,81,2271,6649,116,0,Rust,1959,1470,75.04
fish-shell/fish-shell,34034,2012-05-10T03:00:55Z,14,103,5213,2212,67,1,Rust,8183,7668,93.71
OpenBMB/ChatDev,34022,2023-08-28T02:18:13Z,2,356,1086,161,12,25,Python,333,287,86.19
chenfei-wu/TaskMatrix,34010,2023-03-02T09:04:28Z,3,170,1265,21,0,955,Python,364,136,37.36
agentscope-ai/QwenPaw,33988,2026-02-24T03:42:56Z,0,175,175,2199,107,0,Python,3540,2863,80.88
MonitorControl/MonitorControl,33988,2017-09-16T21:13:40Z,8,338,3258,223,26,7,Swift,1026,1014,98.83
atlassian/react-beautiful-dnd,33950,2017-08-09T03:37:15Z,9,11,3296,531,68,365,JavaScript,1618,1047,64.71
NginxProxyManager/nginx-proxy-manager,33898,2017-12-20T23:01:16Z,8,242,3162,740,88,6,TypeScript,3319,2567,77.34
pcottle/learnGitBranching,33894,2012-08-13T22:36:09Z,14,8,5118,692,0,0,JavaScript,549,492,89.62
lib-pku/libpku,33864,2018-11-22T13:33:06Z,7,271,2826,22,0,1686,TeX,43,32,74.42
carbon-language/carbon-lang,33857,2020-04-27T21:45:16Z,6,114,2304,5666,764,0,C++,868,659,75.92
K-Dense-AI/scientific-agent-skills,33832,2025-10-19T20:54:15Z,0,303,303,76,101,0,Python,77,75,97.40
TabbyML/tabby,33827,2023-03-16T09:18:01Z,3,156,1251,3002,249,49,Rust,1014,756,74.56
explosion/spaCy,33827,2014-07-03T15:15:40Z,12,49,4429,3603,137,11,Python,5770,5594,96.95
halfrost/LeetCode-Go,33793,2017-07-18T00:06:14Z,9,33,3318,182,5,13,Go,82,82,100.00
SerenityOS/serenity,33761,2018-12-02T19:28:41Z,7,261,2816,20153,0,0,C++,4315,3589,83.17
k3s-io/k3s,33759,2018-05-31T01:37:46Z,8,81,3001,4865,1000,0,Go,7690,7638,99.32
mli/paper-reading,33706,2021-10-22T06:34:51Z,4,301,1761,15,0,514,N/A,0,0,0.00
Pythagora-io/gpt-pilot,33695,2023-08-16T11:56:07Z,3,3,1098,397,0,61,Python,559,316,56.53
alibaba/easyexcel,33673,2018-02-06T03:14:08Z,8,195,3115,190,14,658,Java,3617,3128,86.48
anthropics/claude-plugins-official,33671,2025-11-20T18:36:20Z,0,271,271,3194,0,0,Python,1072,173,16.14
anoma/anoma,33662,2021-02-02T10:00:16Z,5,198,2023,898,12,64,Elixir,720,630,87.50
valinet/ExplorerPatcher,33651,2021-08-09T14:17:24Z,5,10,1835,24,300,43,C,2804,2450,87.38
Blankj/AndroidUtilCode,33636,2016-07-30T18:18:32Z,10,21,3671,88,117,733,Java,1597,1285,80.46
bayandin/awesome-awesomeness,33609,2014-07-08T05:44:19Z,12,44,4424,197,0,806,Ruby,71,52,73.24
binwiederhier/ntfy,33593,2021-10-23T19:25:32Z,4,300,1760,421,108,0,Go,1274,950,74.57
shadowsocks/shadowsocks,33562,2012-04-20T13:10:49Z,14,123,5233,70,2,869,Python,0,0,0.00
apache/kafka,33546,2011-08-15T18:06:16Z,15,7,5482,13855,0,0,Java,0,0,0.00
tinygrad/tinygrad,33465,2020-10-18T16:23:12Z,5,305,2130,12335,15,0,Python,1182,1069,90.44
XX-net/XX-Net,33452,2015-01-15T09:35:51Z,11,218,4233,364,390,57,Python,13367,5445,40.73
microsoft/WSL,33432,2016-04-06T17:32:56Z,10,136,3786,1428,108,0,C++,12434,11523,92.67
AFNetworking/AFNetworking,33395,2011-05-31T21:28:44Z,15,83,5558,710,40,1309,Objective-C,0,0,0.00
nicolargo/glances,33373,2011-12-04T08:49:15Z,14,261,5371,829,61,0,Python,2220,2124,95.68
lutzroeder/netron,33362,2010-12-26T12:53:43Z,15,239,5714,1,9,0,JavaScript,1272,1257,98.82
langfuse/langfuse,33342,2023-05-18T17:47:09Z,3,93,1188,7551,655,0,TypeScript,2865,2564,89.49
mckaywrigley/chatbot-ui,33340,2023-03-11T14:53:14Z,3,161,1256,281,0,745,TypeScript,1012,819,80.93
MetaCubeX/mihomo,33336,2021-05-20T11:06:33Z,5,91,1916,323,62,0,Python,1984,1534,77.32
google/comprehensive-rust,33315,2022-12-21T15:17:24Z,3,241,1336,2512,0,13,Rust,373,256,68.63
remix-run/remix,33311,2020-10-26T19:57:28Z,5,297,2122,4038,639,0,TypeScript,2774,2747,99.03
alibaba/nacos,33280,2018-06-15T06:49:27Z,8,66,2986,3888,98,0,Java,9785,9618,98.29
